user_id,timestamp,trip_id,origin_lat,origin_lon,dest_lat,dest_lon,origin_antenna,dest_antenna,duration_min,distance_km,speed_kmh,transport_mode,trip_purpose,hour_of_day,locality
95deb5db32c5,2024-01-03 07:36:00,TRIP_95deb5_2_0,6.283371,-4.670731,6.282644,-4.670673,ANT_871,ANT_808,1,0.08,5.2,walking,home_to_work,7,Tiemelekro
95deb5db32c5,2024-01-03 15:43:00,TRIP_95deb5_2_1,6.299506,-4.694288,6.286753,-4.699239,ANT_643,ANT_661,7,1.52,11.7,personal_car,health,15,Tiemelekro
95deb5db32c5,2024-01-03 16:27:00,TRIP_95deb5_2_2,6.29785,-4.68907,6.290516,-4.691926,ANT_759,ANT_304,10,0.87,5.2,walking,work_to_home,16,Tiemelekro
95deb5db32c5,2024-01-04 07:44:00,TRIP_95deb5_3_0,6.294088,-4.623136,6.303757,-4.657461,ANT_978,ANT_415,12,3.96,18.3,bus,home_to_work,7,Tiemelekro
95deb5db32c5,2024-01-04 12:53:00,TRIP_95deb5_3_1,6.319421,-4.653204,6.308028,-4.665366,ANT_401,ANT_341,6,1.85,18.2,motorbike,leisure,12,Tiemelekro
95deb5db32c5,2024-01-04 18:25:00,TRIP_95deb5_3_2,6.297976,-4.652882,6.310216,-4.668364,ANT_551,ANT_626,11,2.19,11.8,motorbike,work_to_home,18,Tiemelekro
95deb5db32c5,2024-01-05 07:49:00,TRIP_95deb5_4_0,6.283871,-4.673654,6.284916,-4.672706,ANT_652,ANT_579,1,0.16,5.4,walking,home_to_work,7,Tiemelekro
95deb5db32c5,2024-01-05 20:26:00,TRIP_95deb5_4_1,6.300665,-4.657093,6.300834,-4.656495,ANT_457,ANT_700,1,0.07,5.6,walking,work_to_home,20,Tiemelekro
95deb5db32c5,2024-01-06 06:20:00,TRIP_95deb5_5_0,6.299808,-4.669622,6.311267,-4.688466,ANT_300,ANT_212,15,2.45,9.4,personal_car,home_to_work,6,Tiemelekro
95deb5db32c5,2024-01-06 09:09:00,TRIP_95deb5_5_1,6.324601,-4.639493,6.313756,-4.614218,ANT_578,ANT_630,8,3.05,22.9,taxi,other,9,Tiemelekro
95deb5db32c5,2024-01-06 09:15:00,TRIP_95deb5_5_2,6.295644,-4.677696,6.305991,-4.680061,ANT_137,ANT_333,7,1.18,9.0,personal_car,leisure,9,Tiemelekro
95deb5db32c5,2024-01-06 16:49:00,TRIP_95deb5_5_3,6.285978,-4.644155,6.306165,-4.632943,ANT_136,ANT_414,8,2.56,17.4,taxi,work_internal,16,Tiemelekro
95deb5db32c5,2024-01-06 12:36:00,TRIP_95deb5_5_4,6.264521,-4.653387,6.263793,-4.638905,ANT_103,ANT_673,5,1.61,16.4,personal_car,work_internal,12,Tiemelekro
95deb5db32c5,2024-01-06 21:43:00,TRIP_95deb5_5_5,6.291994,-4.651103,6.280939,-4.658428,ANT_795,ANT_440,6,1.47,14.5,taxi,work_to_home,21,Tiemelekro
95deb5db32c5,2024-01-07 05:04:00,TRIP_95deb5_6_0,6.297004,-4.680631,6.285096,-4.679217,ANT_687,ANT_951,8,1.33,8.9,motorbike,home_to_work,5,Tiemelekro
95deb5db32c5,2024-01-07 10:56:00,TRIP_95deb5_6_1,6.314049,-4.644097,6.305963,-4.638107,ANT_956,ANT_767,3,1.12,17.0,motorbike,shopping,10,Tiemelekro
95deb5db32c5,2024-01-07 11:48:00,TRIP_95deb5_6_2,6.329703,-4.659967,6.333538,-4.593288,ANT_332,ANT_979,13,7.41,34.0,taxi,shopping,11,Tiemelekro
95deb5db32c5,2024-01-07 14:07:00,TRIP_95deb5_6_3,6.310258,-4.627476,6.2907,-4.631458,ANT_678,ANT_825,10,2.22,12.9,personal_car,health,14,Tiemelekro
95deb5db32c5,2024-01-07 14:13:00,TRIP_95deb5_6_4,6.302135,-4.666738,6.315852,-4.643957,ANT_114,ANT_583,9,2.95,19.1,personal_car,work_internal,14,Tiemelekro
95deb5db32c5,2024-01-07 19:16:00,TRIP_95deb5_6_5,6.302247,-4.661352,6.304524,-4.657685,ANT_703,ANT_255,6,0.48,4.3,walking,work_to_home,19,Tiemelekro
bfae16e24e05,2024-01-01 06:51:00,TRIP_bfae16_0_0,7.490213,-3.027662,7.484149,-3.02619,ANT_465,ANT_945,8,0.69,4.9,walking,home_to_work,6,Transua
bfae16e24e05,2024-01-01 20:39:00,TRIP_bfae16_0_1,7.514728,-3.04811,7.51145,-3.05072,ANT_883,ANT_392,4,0.47,5.9,walking,work_to_home,20,Transua
bfae16e24e05,2024-01-02 07:01:00,TRIP_bfae16_1_0,7.507683,-3.076125,7.510355,-3.091448,ANT_868,ANT_928,6,1.73,15.6,bus,home_to_work,7,Transua
bfae16e24e05,2024-01-03 06:04:00,TRIP_bfae16_2_0,7.490826,-3.0734,7.495456,-3.073017,ANT_946,ANT_460,5,0.52,5.9,walking,home_to_work,6,Transua
bfae16e24e05,2024-01-04 07:11:00,TRIP_bfae16_3_0,7.50705,-3.050353,7.499719,-3.064893,ANT_896,ANT_942,5,1.81,18.3,motorbike,home_to_work,7,Transua
bfae16e24e05,2024-01-05 07:34:00,TRIP_bfae16_4_0,7.494086,-3.082543,7.493045,-3.080793,ANT_590,ANT_468,2,0.23,4.9,walking,home_to_work,7,Transua
bfae16e24e05,2024-01-05 18:25:00,TRIP_bfae16_4_1,7.467466,-3.031082,7.408334,-3.048172,ANT_711,ANT_320,12,6.83,33.0,taxi,work_to_home,18,Transua
bfae16e24e05,2024-01-06 07:16:00,TRIP_bfae16_5_0,7.500314,-3.056932,7.49934,-3.055171,ANT_532,ANT_329,3,0.22,4.5,walking,home_to_work,7,Transua
bfae16e24e05,2024-01-07 06:36:00,TRIP_bfae16_6_0,7.543268,-3.045435,7.572934,-3.045803,ANT_154,ANT_510,7,3.29,27.0,motorbike,home_to_work,6,Transua
1f65d41bfb1e,2024-01-01 05:04:00,TRIP_1f65d4_0_0,5.31798,-3.880191,5.323138,-3.865798,ANT_240,ANT_722,10,1.7,10.2,personal_car,home_to_work,5,Abidjan-Ville
1f65d41bfb1e,2024-01-01 16:59:00,TRIP_1f65d4_0_1,5.308644,-3.895692,5.304697,-3.912626,ANT_921,ANT_496,6,1.93,18.7,taxi,work_to_home,16,Abidjan-Ville
1f65d41bfb1e,2024-01-02 06:38:00,TRIP_1f65d4_1_0,5.286029,-3.90295,5.286708,-3.905148,ANT_577,ANT_363,3,0.26,4.5,walking,home_to_work,6,Abidjan-Ville
1f65d41bfb1e,2024-01-03 07:33:00,TRIP_1f65d4_2_0,5.287025,-3.881591,5.300291,-3.833863,ANT_662,ANT_481,8,5.5,39.8,taxi,home_to_work,7,Abidjan-Ville
1f65d41bfb1e,2024-01-03 16:37:00,TRIP_1f65d4_2_1,5.272179,-3.900728,5.271999,-3.911847,ANT_828,ANT_450,6,1.23,10.8,taxi,work_to_home,16,Abidjan-Ville
1f65d41bfb1e,2024-01-04 06:00:00,TRIP_1f65d4_3_0,5.29526,-3.856854,5.281574,-3.851239,ANT_395,ANT_281,5,1.64,17.5,motorbike,home_to_work,6,Abidjan-Ville
1f65d41bfb1e,2024-01-04 17:26:00,TRIP_1f65d4_3_1,5.321936,-3.856199,5.30718,-3.860835,ANT_956,ANT_917,7,1.72,13.4,motorbike,work_to_home,17,Abidjan-Ville
1f65d41bfb1e,2024-01-05 05:57:00,TRIP_1f65d4_4_0,5.292413,-3.866366,5.281752,-3.863598,ANT_993,ANT_553,4,1.22,17.5,personal_car,home_to_work,5,Abidjan-Ville
1f65d41bfb1e,2024-01-05 10:06:00,TRIP_1f65d4_4_1,5.282735,-3.838787,5.285219,-3.839123,ANT_250,ANT_310,2,0.28,5.9,walking,leisure,10,Abidjan-Ville
1f65d41bfb1e,2024-01-05 20:02:00,TRIP_1f65d4_4_2,5.311099,-3.877767,5.319065,-3.885407,ANT_506,ANT_478,4,1.23,17.6,taxi,work_to_home,20,Abidjan-Ville
1f65d41bfb1e,2024-01-06 06:39:00,TRIP_1f65d4_5_0,5.271319,-3.878487,5.304185,-3.9063,ANT_809,ANT_857,7,4.78,39.1,personal_car,home_to_work,6,Abidjan-Ville
1f65d41bfb1e,2024-01-06 16:32:00,TRIP_1f65d4_5_1,5.312702,-3.872641,5.316063,-3.912341,ANT_179,ANT_742,6,4.42,43.3,personal_car,shopping,16,Abidjan-Ville
1f65d41bfb1e,2024-01-06 12:21:00,TRIP_1f65d4_5_2,5.295176,-3.890589,5.27867,-3.879486,ANT_444,ANT_516,6,2.21,19.5,personal_car,leisure,12,Abidjan-Ville
1f65d41bfb1e,2024-01-06 17:01:00,TRIP_1f65d4_5_3,5.260077,-3.88686,5.242393,-3.890078,ANT_185,ANT_554,10,2.0,11.0,taxi,work_to_home,17,Abidjan-Ville
1f65d41bfb1e,2024-01-07 07:58:00,TRIP_1f65d4_6_0,5.309966,-3.875196,5.303822,-3.877854,ANT_902,ANT_183,7,0.74,5.6,walking,home_to_work,7,Abidjan-Ville
1f65d41bfb1e,2024-01-07 22:40:00,TRIP_1f65d4_6_1,5.297095,-3.878531,5.296993,-3.87894,ANT_415,ANT_535,1,0.05,5.7,walking,work_to_home,22,Abidjan-Ville
f09b75ba0a64,2024-01-01 07:35:00,TRIP_f09b75_0_0,7.855896,-5.023269,7.928703,-4.990604,ANT_717,ANT_911,16,8.86,31.6,taxi,home_to_work,7,Bouake
f09b75ba0a64,2024-01-02 06:27:00,TRIP_f09b75_1_0,7.829955,-5.079888,7.855601,-5.13923,ANT_660,ANT_862,14,7.18,29.5,taxi,home_to_work,6,Bouake
f09b75ba0a64,2024-01-02 09:48:00,TRIP_f09b75_1_1,7.859387,-5.058715,7.855972,-5.06472,ANT_330,ANT_752,9,0.77,5.0,walking,leisure,9,Bouake
f09b75ba0a64,2024-01-02 16:05:00,TRIP_f09b75_1_2,7.828381,-5.026189,7.806319,-5.017534,ANT_740,ANT_809,8,2.63,17.9,walking,work_to_home,16,Bouake
f09b75ba0a64,2024-01-03 07:08:00,TRIP_f09b75_2_0,7.865574,-5.040146,7.848145,-5.013354,ANT_102,ANT_886,10,3.55,20.2,motorbike,home_to_work,7,Bouake
f09b75ba0a64,2024-01-03 14:17:00,TRIP_f09b75_2_1,7.846446,-5.021988,7.846595,-5.022598,ANT_478,ANT_959,1,0.07,5.2,walking,shopping,14,Bouake
f09b75ba0a64,2024-01-03 12:28:00,TRIP_f09b75_2_2,7.844615,-5.028827,7.864446,-5.014429,ANT_145,ANT_440,15,2.72,10.6,bus,other,12,Bouake
f09b75ba0a64,2024-01-03 09:09:00,TRIP_f09b75_2_3,7.867192,-4.993002,7.866782,-4.993586,ANT_496,ANT_578,1,0.08,5.1,walking,leisure,9,Bouake
f09b75ba0a64,2024-01-03 15:37:00,TRIP_f09b75_2_4,7.826458,-5.009242,7.856582,-5.025232,ANT_724,ANT_614,7,3.79,30.5,motorbike,health,15,Bouake
f09b75ba0a64,2024-01-03 18:32:00,TRIP_f09b75_2_5,7.814332,-5.042435,7.798693,-5.065019,ANT_853,ANT_302,8,3.05,21.8,taxi,work_to_home,18,Bouake
f09b75ba0a64,2024-01-04 07:42:00,TRIP_f09b75_3_0,7.825472,-5.02442,7.8232,-5.025638,ANT_838,ANT_268,3,0.29,4.3,walking,home_to_work,7,Bouake
f09b75ba0a64,2024-01-05 08:37:00,TRIP_f09b75_4_0,7.835723,-5.053138,7.828874,-5.053163,ANT_127,ANT_185,9,0.76,4.9,walking,home_to_work,8,Bouake
f09b75ba0a64,2024-01-05 18:26:00,TRIP_f09b75_4_1,7.818144,-5.024763,7.82269,-5.02382,ANT_662,ANT_130,5,0.52,5.9,walking,work_to_home,18,Bouake
f09b75ba0a64,2024-01-06 07:15:00,TRIP_f09b75_5_0,7.832244,-5.037357,7.82646,-5.033467,ANT_915,ANT_518,9,0.77,4.8,walking,home_to_work,7,Bouake
f09b75ba0a64,2024-01-06 17:26:00,TRIP_f09b75_5_1,7.832487,-5.059159,7.841829,-5.047776,ANT_487,ANT_984,5,1.63,18.8,bus,work_to_home,17,Bouake
f09b75ba0a64,2024-01-07 08:42:00,TRIP_f09b75_6_0,7.843372,-5.021728,7.842011,-5.027296,ANT_281,ANT_796,8,0.64,4.6,walking,home_to_work,8,Bouake
f09b75ba0a64,2024-01-07 15:51:00,TRIP_f09b75_6_1,7.837945,-5.025297,7.905344,-5.012384,ANT_548,ANT_988,22,7.62,20.6,bus,work_internal,15,Bouake
f09b75ba0a64,2024-01-07 15:43:00,TRIP_f09b75_6_2,7.84153,-4.998948,7.826531,-5.022995,ANT_687,ANT_808,8,3.15,23.5,bus,other,15,Bouake
f09b75ba0a64,2024-01-07 13:01:00,TRIP_f09b75_6_3,7.849404,-5.002704,7.849514,-5.083022,ANT_467,ANT_600,34,8.92,15.4,motorbike,shopping,13,Bouake
f09b75ba0a64,2024-01-07 14:11:00,TRIP_f09b75_6_4,7.792144,-5.039682,7.792869,-5.039005,ANT_374,ANT_504,1,0.11,4.9,walking,other,14,Bouake
f09b75ba0a64,2024-01-07 22:17:00,TRIP_f09b75_6_5,7.814385,-5.02991,7.826256,-5.029304,ANT_975,ANT_568,4,1.32,18.6,motorbike,work_to_home,22,Bouake
843fd01a6143,2024-01-01 06:53:00,TRIP_843fd0_0_0,6.539172,-3.56041,6.547535,-3.596757,ANT_818,ANT_884,6,4.14,36.9,taxi,home_to_work,6,Abengourou
843fd01a6143,2024-01-02 08:12:00,TRIP_843fd0_1_0,6.586579,-3.607662,6.58859,-3.624207,ANT_422,ANT_322,7,1.85,14.4,taxi,home_to_work,8,Abengourou
843fd01a6143,2024-01-02 09:03:00,TRIP_843fd0_1_1,6.587392,-3.550823,6.577228,-3.584172,ANT_219,ANT_483,9,3.87,25.4,taxi,health,9,Abengourou
843fd01a6143,2024-01-02 14:43:00,TRIP_843fd0_1_2,6.586287,-3.563125,6.582321,-3.55528,ANT_627,ANT_530,11,0.98,5.3,walking,leisure,14,Abengourou
843fd01a6143,2024-01-02 11:46:00,TRIP_843fd0_1_3,6.554918,-3.567077,6.570487,-3.551698,ANT_430,ANT_705,8,2.43,16.4,motorbike,leisure,11,Abengourou
843fd01a6143,2024-01-02 10:06:00,TRIP_843fd0_1_4,6.572774,-3.570722,6.569605,-3.610684,ANT_101,ANT_625,6,4.45,38.4,personal_car,other,10,Abengourou
843fd01a6143,2024-01-02 13:24:00,TRIP_843fd0_1_5,6.542583,-3.564762,6.538978,-3.56566,ANT_235,ANT_187,5,0.41,4.2,walking,shopping,13,Abengourou
843fd01a6143,2024-01-02 10:09:00,TRIP_843fd0_1_6,6.554825,-3.57913,6.565715,-3.584859,ANT_229,ANT_677,4,1.37,18.7,personal_car,work_internal,10,Abengourou
843fd01a6143,2024-01-02 10:41:00,TRIP_843fd0_1_7,6.56298,-3.548188,6.576144,-3.542874,ANT_987,ANT_939,5,1.58,18.3,taxi,leisure,10,Abengourou
843fd01a6143,2024-01-02 12:15:00,TRIP_843fd0_1_8,6.557878,-3.567442,6.583695,-3.582382,ANT_122,ANT_127,5,3.31,38.8,taxi,shopping,12,Abengourou
843fd01a6143,2024-01-02 18:01:00,TRIP_843fd0_1_9,6.59372,-3.548811,6.595845,-3.546597,ANT_759,ANT_865,4,0.34,4.6,walking,work_to_home,18,Abengourou
843fd01a6143,2024-01-03 06:15:00,TRIP_843fd0_2_0,6.555583,-3.588658,6.552167,-3.590802,ANT_519,ANT_780,5,0.45,5.1,walking,home_to_work,6,Abengourou
843fd01a6143,2024-01-03 14:26:00,TRIP_843fd0_2_1,6.57017,-3.611946,6.559231,-3.566286,ANT_947,ANT_382,7,5.21,40.9,taxi,work_internal,14,Abengourou
843fd01a6143,2024-01-03 15:45:00,TRIP_843fd0_2_2,6.581408,-3.567612,6.564917,-3.568836,ANT_181,ANT_749,12,1.84,9.1,personal_car,other,15,Abengourou
843fd01a6143,2024-01-03 09:44:00,TRIP_843fd0_2_3,6.555344,-3.554246,6.558122,-3.548391,ANT_547,ANT_637,7,0.72,5.9,walking,leisure,9,Abengourou
843fd01a6143,2024-01-03 18:07:00,TRIP_843fd0_2_4,6.568236,-3.562725,6.552937,-3.559848,ANT_363,ANT_110,9,1.73,10.7,motorbike,work_to_home,18,Abengourou
843fd01a6143,2024-01-04 08:32:00,TRIP_843fd0_3_0,6.540727,-3.572406,6.552756,-3.590605,ANT_892,ANT_836,7,2.42,18.2,taxi,home_to_work,8,Abengourou
843fd01a6143,2024-01-04 19:13:00,TRIP_843fd0_3_1,6.526174,-3.592258,6.524643,-3.592091,ANT_128,ANT_628,1,0.17,5.2,walking,work_to_home,19,Abengourou
843fd01a6143,2024-01-05 07:11:00,TRIP_843fd0_4_0,6.565979,-3.587422,6.563422,-3.590237,ANT_369,ANT_144,4,0.42,5.3,walking,home_to_work,7,Abengourou
843fd01a6143,2024-01-05 13:12:00,TRIP_843fd0_4_1,6.550378,-3.582405,6.48397,-3.655845,ANT_580,ANT_156,13,10.99,49.6,personal_car,leisure,13,Abengourou
843fd01a6143,2024-01-05 16:22:00,TRIP_843fd0_4_2,6.562217,-3.567836,6.620268,-3.583244,ANT_717,ANT_448,14,6.67,27.6,taxi,work_to_home,16,Abengourou
843fd01a6143,2024-01-06 05:44:00,TRIP_843fd0_5_0,6.545198,-3.596004,6.5502,-3.59657,ANT_884,ANT_487,6,0.56,5.5,walking,home_to_work,5,Abengourou
843fd01a6143,2024-01-06 12:58:00,TRIP_843fd0_5_1,6.58583,-3.58014,6.557984,-3.527956,ANT_780,ANT_464,15,6.57,25.5,personal_car,leisure,12,Abengourou
843fd01a6143,2024-01-06 15:57:00,TRIP_843fd0_5_2,6.5333,-3.574656,6.595325,-3.556204,ANT_975,ANT_539,9,7.18,45.1,taxi,health,15,Abengourou
843fd01a6143,2024-01-06 11:48:00,TRIP_843fd0_5_3,6.552516,-3.577027,6.570303,-3.600115,ANT_652,ANT_762,4,3.24,41.5,taxi,shopping,11,Abengourou
843fd01a6143,2024-01-06 09:11:00,TRIP_843fd0_5_4,6.532977,-3.584098,6.539713,-3.594116,ANT_361,ANT_448,6,1.34,13.0,taxi,leisure,9,Abengourou
843fd01a6143,2024-01-06 16:16:00,TRIP_843fd0_5_5,6.511428,-3.572802,6.517186,-3.577174,ANT_827,ANT_833,11,0.8,4.2,walking,work_to_home,16,Abengourou
843fd01a6143,2024-01-07 06:58:00,TRIP_843fd0_6_0,6.570407,-3.535436,6.566396,-3.547681,ANT_705,ANT_696,10,1.43,8.6,personal_car,home_to_work,6,Abengourou
843fd01a6143,2024-01-07 15:02:00,TRIP_843fd0_6_1,6.578528,-3.574562,6.574742,-3.573729,ANT_626,ANT_577,5,0.43,4.6,walking,health,15,Abengourou
843fd01a6143,2024-01-07 09:32:00,TRIP_843fd0_6_2,6.571015,-3.578185,6.557252,-3.575132,ANT_588,ANT_451,5,1.56,16.7,taxi,work_internal,9,Abengourou
843fd01a6143,2024-01-07 12:43:00,TRIP_843fd0_6_3,6.555657,-3.571576,6.554867,-3.572082,ANT_324,ANT_319,1,0.1,5.0,walking,shopping,12,Abengourou
843fd01a6143,2024-01-07 09:46:00,TRIP_843fd0_6_4,6.549954,-3.589117,6.565162,-3.602152,ANT_904,ANT_703,6,2.22,19.3,taxi,health,9,Abengourou
843fd01a6143,2024-01-07 17:50:00,TRIP_843fd0_6_5,6.571401,-3.570203,6.578945,-3.569648,ANT_490,ANT_319,9,0.84,5.3,walking,work_to_home,17,Abengourou
514d2c1d633c,2024-01-01 05:50:00,TRIP_514d2c_0_0,5.15246,-6.060021,5.173421,-6.057921,ANT_629,ANT_986,14,2.34,9.9,bus,home_to_work,5,Sassandra
514d2c1d633c,2024-01-02 07:35:00,TRIP_514d2c_1_0,5.114784,-6.058009,5.122077,-6.033379,ANT_656,ANT_924,16,2.85,10.6,motorbike,home_to_work,7,Sassandra
514d2c1d633c,2024-01-03 08:03:00,TRIP_514d2c_2_0,5.106483,-6.051887,5.095338,-6.031869,ANT_103,ANT_974,11,2.54,13.5,motorbike,home_to_work,8,Sassandra
514d2c1d633c,2024-01-03 16:03:00,TRIP_514d2c_2_1,5.112509,-6.051628,5.12559,-6.045439,ANT_133,ANT_595,6,1.61,15.0,motorbike,work_to_home,16,Sassandra
514d2c1d633c,2024-01-04 07:26:00,TRIP_514d2c_3_0,5.111874,-6.051287,5.061694,-5.996664,ANT_559,ANT_636,15,8.23,32.6,taxi,home_to_work,7,Sassandra
514d2c1d633c,2024-01-05 06:33:00,TRIP_514d2c_4_0,5.086214,-6.057787,5.082657,-6.07268,ANT_172,ANT_798,5,1.7,18.5,motorbike,home_to_work,6,Sassandra
514d2c1d633c,2024-01-05 10:08:00,TRIP_514d2c_4_1,5.080089,-6.057185,5.08763,-6.056304,ANT_927,ANT_717,8,0.84,5.7,walking,work_internal,10,Sassandra
514d2c1d633c,2024-01-05 19:08:00,TRIP_514d2c_4_2,5.125158,-6.078753,5.126418,-6.078279,ANT_375,ANT_169,1,0.15,5.9,walking,work_to_home,19,Sassandra
514d2c1d633c,2024-01-06 07:55:00,TRIP_514d2c_5_0,5.111805,-6.076726,5.122952,-6.062136,ANT_654,ANT_183,6,2.04,18.2,motorbike,home_to_work,7,Sassandra
514d2c1d633c,2024-01-07 06:03:00,TRIP_514d2c_6_0,5.120733,-6.062408,5.140108,-6.070563,ANT_304,ANT_848,7,2.33,18.5,bus,home_to_work,6,Sassandra
514d2c1d633c,2024-01-07 18:21:00,TRIP_514d2c_6_1,5.104418,-6.059722,5.098332,-6.064584,ANT_890,ANT_629,9,0.86,5.4,walking,work_to_home,18,Sassandra
5cf9ecd0fdf9,2024-01-01 06:08:00,TRIP_5cf9ec_0_0,7.95834,-4.711,7.963444,-4.717124,ANT_238,ANT_737,11,0.88,4.6,walking,home_to_work,6,Bouake
5cf9ecd0fdf9,2024-01-01 09:41:00,TRIP_5cf9ec_0_1,7.948718,-4.677584,7.949476,-4.674618,ANT_268,ANT_913,3,0.34,5.2,walking,other,9,Bouake
5cf9ecd0fdf9,2024-01-01 12:20:00,TRIP_5cf9ec_0_2,7.979141,-4.702683,7.907718,-4.690652,ANT_748,ANT_949,12,8.04,38.3,personal_car,health,12,Bouake
5cf9ecd0fdf9,2024-01-01 21:34:00,TRIP_5cf9ec_0_3,7.934902,-4.720348,7.935066,-4.72056,ANT_200,ANT_222,1,0.03,4.3,walking,work_to_home,21,Bouake
5cf9ecd0fdf9,2024-01-02 06:50:00,TRIP_5cf9ec_1_0,7.921259,-4.686855,7.888865,-4.690364,ANT_914,ANT_403,6,3.62,31.7,personal_car,home_to_work,6,Bouake
5cf9ecd0fdf9,2024-01-02 09:30:00,TRIP_5cf9ec_1_1,7.926204,-4.72279,7.937029,-4.742433,ANT_950,ANT_654,12,2.49,12.2,personal_car,leisure,9,Bouake
5cf9ecd0fdf9,2024-01-02 19:52:00,TRIP_5cf9ec_1_2,7.936156,-4.693847,7.946836,-4.669712,ANT_128,ANT_680,12,2.93,13.7,taxi,work_to_home,19,Bouake
5cf9ecd0fdf9,2024-01-03 07:17:00,TRIP_5cf9ec_2_0,7.941121,-4.727833,7.941527,-4.727511,ANT_872,ANT_476,1,0.06,5.5,walking,home_to_work,7,Bouake
5cf9ecd0fdf9,2024-01-04 06:57:00,TRIP_5cf9ec_3_0,7.938978,-4.732696,8.017315,-4.710751,ANT_753,ANT_675,14,9.03,37.3,personal_car,home_to_work,6,Bouake
5cf9ecd0fdf9,2024-01-04 13:54:00,TRIP_5cf9ec_3_1,7.910762,-4.682939,7.883462,-4.603747,ANT_558,ANT_764,15,9.3,35.0,personal_car,leisure,13,Bouake
5cf9ecd0fdf9,2024-01-04 13:09:00,TRIP_5cf9ec_3_2,7.913564,-4.684725,7.913571,-4.684146,ANT_241,ANT_777,1,0.06,4.4,walking,health,13,Bouake
5cf9ecd0fdf9,2024-01-04 11:40:00,TRIP_5cf9ec_3_3,7.968035,-4.680858,8.00211,-4.678678,ANT_274,ANT_919,5,3.79,41.8,taxi,shopping,11,Bouake
5cf9ecd0fdf9,2024-01-04 17:47:00,TRIP_5cf9ec_3_4,7.897885,-4.728437,7.886658,-4.746238,ANT_365,ANT_503,15,2.34,9.2,taxi,work_to_home,17,Bouake
5cf9ecd0fdf9,2024-01-05 05:01:00,TRIP_5cf9ec_4_0,7.947886,-4.666151,7.925447,-4.671111,ANT_790,ANT_849,15,2.55,9.9,taxi,home_to_work,5,Bouake
5cf9ecd0fdf9,2024-01-06 07:12:00,TRIP_5cf9ec_5_0,7.912568,-4.695666,7.927887,-4.667255,ANT_961,ANT_757,5,3.58,38.0,personal_car,home_to_work,7,Bouake
5cf9ecd0fdf9,2024-01-06 13:52:00,TRIP_5cf9ec_5_1,7.938726,-4.726075,7.972286,-4.748787,ANT_284,ANT_213,8,4.5,33.4,personal_car,health,13,Bouake
5cf9ecd0fdf9,2024-01-06 15:58:00,TRIP_5cf9ec_5_2,7.89138,-4.701611,7.888801,-4.702339,ANT_353,ANT_392,3,0.3,4.5,walking,leisure,15,Bouake
5cf9ecd0fdf9,2024-01-06 09:15:00,TRIP_5cf9ec_5_3,7.940117,-4.721355,7.963051,-4.763283,ANT_196,ANT_536,6,5.3,49.3,taxi,shopping,9,Bouake
5cf9ecd0fdf9,2024-01-06 16:52:00,TRIP_5cf9ec_5_4,7.943909,-4.716991,7.954484,-4.719238,ANT_924,ANT_155,8,1.2,8.9,personal_car,other,16,Bouake
5cf9ecd0fdf9,2024-01-06 19:16:00,TRIP_5cf9ec_5_5,7.970669,-4.715837,7.99927,-4.727655,ANT_394,ANT_310,5,3.44,39.5,personal_car,work_to_home,19,Bouake
5cf9ecd0fdf9,2024-01-07 05:42:00,TRIP_5cf9ec_6_0,7.923511,-4.67846,7.949869,-4.672866,ANT_233,ANT_551,12,2.99,13.9,taxi,home_to_work,5,Bouake
5cf9ecd0fdf9,2024-01-07 11:37:00,TRIP_5cf9ec_6_1,7.981561,-4.661955,7.981151,-4.663414,ANT_123,ANT_286,2,0.17,4.2,walking,leisure,11,Bouake
5cf9ecd0fdf9,2024-01-07 10:04:00,TRIP_5cf9ec_6_2,7.933956,-4.692638,7.92893,-4.623204,ANT_450,ANT_647,14,7.73,32.2,taxi,health,10,Bouake
5cf9ecd0fdf9,2024-01-07 16:47:00,TRIP_5cf9ec_6_3,7.927571,-4.662635,7.926396,-4.662325,ANT_499,ANT_873,1,0.13,6.0,walking,work_to_home,16,Bouake
33f1279fc78f,2024-01-01 07:11:00,TRIP_33f127_0_0,5.344535,-4.024247,5.355854,-3.995573,ANT_315,ANT_869,8,3.42,25.0,taxi,home_to_work,7,Abidjan-Ville
33f1279fc78f,2024-01-01 10:42:00,TRIP_33f127_0_1,5.32701,-4.014928,5.356378,-4.05697,ANT_271,ANT_933,10,5.69,33.1,bus,shopping,10,Abidjan-Ville
33f1279fc78f,2024-01-01 10:30:00,TRIP_33f127_0_2,5.326176,-4.039795,5.304473,-4.075652,ANT_698,ANT_888,8,4.65,34.7,motorbike,other,10,Abidjan-Ville
33f1279fc78f,2024-01-01 21:15:00,TRIP_33f127_0_3,5.339391,-4.037994,5.333688,-4.03963,ANT_696,ANT_970,9,0.66,4.3,walking,work_to_home,21,Abidjan-Ville
33f1279fc78f,2024-01-02 06:06:00,TRIP_33f127_1_0,5.310791,-4.028078,5.311708,-4.018257,ANT_316,ANT_311,5,1.09,12.6,personal_car,home_to_work,6,Abidjan-Ville
33f1279fc78f,2024-01-02 12:37:00,TRIP_33f127_1_1,5.340627,-3.997682,5.366011,-4.01311,ANT_381,ANT_813,6,3.3,29.1,taxi,health,12,Abidjan-Ville
33f1279fc78f,2024-01-02 13:46:00,TRIP_33f127_1_2,5.316556,-4.023439,5.345303,-4.026408,ANT_487,ANT_290,7,3.21,26.4,taxi,shopping,13,Abidjan-Ville
